casenew,weighta,P550tpr,P344pr,P425r,A172,A093r,A094r,A121r,SexHRP,A049r,G018r,G019r,Gorx,weightar
14444,3.971174953,257.7830769,306.457,Other income,Yes,Economically inactive,Not classified for other reasons,Public rented,Female,1 person,1 adult,No children,South West,0.761038492
14444,4.519614616,1072.958842,396.6495,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Female,2 person,2 adults,No children,West Midlands,0.866141817
14435,4.524561938,81.515,153.15,Other income,Yes,Economically inactive,Not classified for other reasons,Public rented,Male,1 person,1 adult,No children,West Midlands,0.867089925
14435,4.767420224,206.3500632,265.192,Other income,No,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,North West and Merseyside,0.913631441
14435,2.975220942,208.7822035,782.104,Earned income,No,Full-time working,Routine and manual occupations,Owned,Male,2 person,2 adults,No children,Eastern,0.570173232
14431,3.578632903,222.3552548,329.87,Earned income,No,Full-time working,Routine and manual occupations,Private rented,Female,1 person,1 adult,No children,South East,0.685811484
14430,7.118104918,68.77055641,71,Other income,No,Unemployed and work related Government Training Programmes,"Never worked and long term unemployed, students and occupation not stated",Public rented,Male,1 person,1 adult,No children,Scotland,1.36411815
14422,4.877437741,584.3209352,1184.99,Other income,Yes,Part-time working,Intermediate occupations,Owned,Male,2 person,2 adults,No children,East Midlands,0.934715268
14421,4.58970636,213.8569356,407.994,Other income,No,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,Yorkshire and the Humber,0.879574244
14418,4.279768647,198.2343471,470.205,Other income,No,Economically inactive,Not classified for other reasons,Owned,Male,1 person,1 adult,No children,East Midlands,0.820177583
14417,4.508353328,284.56,372.51,Other income,Yes,Economically inactive,Not classified for other reasons,Private rented,Male,2 person,1 adult,One child,Eastern,0.863983697
14413,4.669824912,223.7074274,435.982,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,1 person,1 adult,No children,South East,0.894928214
14412,6.013607779,172.99,72,Other income,Yes,Unemployed and work related Government Training Programmes,Routine and manual occupations,Private rented,Male,1 person,1 adult,No children,West Midlands,1.152451616
14412,3.177349808,412.5893321,563.309,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,South East,0.608909336
14410,3.530067808,765.4600573,708.219,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,East Midlands,0.676504438
14409,4.451551336,381.7350813,576.97,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,2 person,2 adults,No children,Yorkshire and the Humber,0.853098127
14405,4.512757747,61.69,146,Other income,No,Unemployed and work related Government Training Programmes,Routine and manual occupations,Public rented,Male,5 person or more,2 adults,Two or more children,South East,0.864827762
14402,7.843060911,138.5691826,340,Other income,Yes,Economically inactive,"Higher managerial, administrative and professional occupations",Public rented,Female,4 person,2 adults,Two or more children,South East,1.503049177
14401,6.506960704,293.0335196,383.102,Earned income,Yes,Part-time working,Routine and manual occupations,Public rented,Female,2 person,2 adults,No children,North West and Merseyside,1.246998084
14397,3.635808688,434.0677033,807.73,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Female,2 person,2 adults,No children,East Midlands,0.696768687
14396,3.462866175,1175,1184.99,Earned income,Yes,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Female,3 person,3 adults,No children,North East,0.663625874
14394,1.498445634,1108.934872,1004.08,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,5 person or more,4 and more adults,No children,Northern Ireland,0.287163074
14392,4.275941053,563.1,181.687,Other income,Yes,Economically inactive,Not classified for other reasons,Public rented,Female,1 person,1 adult,No children,South West,0.819444061
14391,5.990118236,1175,895.1375,Earned income,Yes,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Female,2 person,2 adults,No children,London,1.147950065
14389,5.939427813,479.96,883.162,Earned income,Yes,Full-time working,Routine and manual occupations,Private rented,Male,4 person,3 adults,One child,Eastern,1.13823572
14388,3.589783358,637.6317584,771.027,Other income,Yes,Economically inactive,"Higher managerial, administrative and professional occupations",Owned,Female,2 person,2 adults,No children,North East,0.687948364
14388,3.726959761,393.9879926,427.76,Earned income,No,Full-time working,Routine and manual occupations,Public rented,Male,2 person,2 adults,No children,East Midlands,0.714236937
14386,3.157851581,179.335,192.974,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,Wales,0.605172684
14386,3.407713299,287.0321302,78.77,Other income,No,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,West Midlands,0.653056342
14385,4.400295903,268.4,118.042,Other income,No,Economically inactive,Not classified for other reasons,Public rented,Female,1 person,1 adult,No children,Northern Ireland,0.843275503
14385,3.360942764,685.0263771,359.479,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,South East,0.644093207
14379,3.47720235,266.466784,544.8,Earned income,Yes,Part-time working,Routine and manual occupations,Owned,Male,4 person,2 adults,Two or more children,North West and Merseyside,0.666373268
14376,2.877977324,1175,1184.99,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,South West,0.551537403
14373,4.210399398,412.3498628,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,2 person,2 adults,No children,Yorkshire and the Humber,0.806883616
14371,4.634491011,201.4162151,197.09,Earned income,No,Part-time working,Routine and manual occupations,Public rented,Female,1 person,1 adult,No children,West Midlands,0.888156802
14371,4.210698264,1161.77773,1184.99,Other income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,2 person,2 adults,No children,South East,0.806940891
14363,5.162356833,662.4364063,1184.99,Other income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,3 person,3 adults,No children,North West and Merseyside,0.989317344
14362,5.42634331,335.3464215,283.642,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Female,2 person,2 adults,No children,Yorkshire and the Humber,1.03990788
14357,3.352617923,462.5103132,411.984,Other income,Yes,Economically inactive,Not classified for other reasons,Public rented,Male,2 person,2 adults,No children,Yorkshire and the Humber,0.642497829
14354,6.333347847,388.3,560.52,Earned income,Yes,Part-time working,"Higher managerial, administrative and professional occupations",Private rented,Male,2 person,2 adults,No children,West Midlands,1.213726806
14353,5.263264072,377.3263154,456.51,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Public rented,Female,3 person,1 adult,Two or more children,Eastern,1.008655271
14350,3.840907445,305.9557708,344.54,Earned income,Yes,Full-time working,Routine and manual occupations,Public rented,Male,1 person,1 adult,No children,South West,0.736073944
14347,7.096964145,633.7614002,1184.99,Earned income,Yes,Economically inactive,"Higher managerial, administrative and professional occupations",Owned,Male,2 person,2 adults,No children,Scotland,1.360066719
14344,4.869894122,1175,859.0039744,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,3 person,3 adults,No children,Eastern,0.933269604
14343,5.060149187,718.5908598,1047.7725,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,5 person or more,3 adults,Two or more children,Scotland,0.969730206
14342,6.730984687,201.3881047,99,Other income,Yes,Unemployed and work related Government Training Programmes,"Never worked and long term unemployed, students and occupation not stated",Private rented,Male,1 person,1 adult,No children,Scotland,1.289930183
14341,4.657898877,717.078331,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,2 person,2 adults,No children,North East,0.892642701
14340,4.762110079,53.145,147.33,Other income,Yes,Economically inactive,Not classified for other reasons,Public rented,Male,1 person,1 adult,No children,South East,0.912613802
14340,3.578632903,1175,1009.37,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Female,1 person,1 adult,No children,South East,0.685811484
14338,2.824410908,362.4048992,604.4,Earned income,Yes,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Male,2 person,2 adults,No children,North East,0.541271901
14338,3.712086265,1175,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Male,3 person,2 adults,One child,West Midlands,0.711386571
14335,19.80673053,623.0851427,830.435,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Male,2 person,2 adults,No children,London,3.795774426
14332,7.563773049,115.833225,260.972,Other income,No,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,West Midlands,1.449526274
14330,5.247395835,203.015,175.632,Other income,Yes,Economically inactive,Intermediate occupations,Public rented,Male,1 person,1 adult,No children,North West and Merseyside,1.005614272
14329,4.128126313,169.3953944,442.787,Other income,No,Economically inactive,Routine and manual occupations,Owned,Male,1 person,1 adult,No children,East Midlands,0.79111675
14328,4.3754047,884.8686913,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,4 person,2 adults,Two or more children,East Midlands,0.838505337
14327,7.826346877,196.5461305,248.36,Other income,No,Part-time working,Routine and manual occupations,Public rented,Female,2 person,1 adult,One child,Scotland,1.499846089
14327,6.366374688,218.1050861,270.907,Other income,No,Economically inactive,Not classified for other reasons,Owned,Male,1 person,1 adult,No children,Yorkshire and the Humber,1.220056091
14324,4.423245112,186.845,69.5,Other income,No,Economically inactive,Not classified for other reasons,Public rented,Female,1 person,1 adult,No children,Wales,0.847673504
